Contig name,Number of restriction sites ,Contig length,Contig coverage,Hi-C contacts mapped to the same contigs,True identity
k141_8827,0,1182,160.336,53,kudriavzevii
k141_8829,1,1669,9.57472,52,kudriavzevii
k141_10567,7,9583,92.7362,3932,waltii
k141_10570,0,4540,236.359,1970,cerevisiae
k141_8832,5,6436,55.045,1224,paradoxus
k141_4397,11,13517,54.5867,2480,paradoxus
k141_14127,56,71261,107.477,33615,kluyveri
k141_12453,21,34170,96.3442,7244,stipitis
k141_12454,0,1791,230.064,544,cerevisiae
k141_12458,0,1834,291.259,1595,paradoxus
k141_10571,16,19664,107.62,8960,kluyveri
k141_10572,2,1277,71.9334,27,gossypii
k141_10573,1,1395,1256.45,2119,paradoxus
k141_10574,2,1669,45.4865,263,paradoxus
k141_8833,11,27654,89.2644,4727,uvarum
k141_8836,1,1002,8.42253,39,kudriavzevii
k141_8838,1,4795,94.6095,919,mikatae
k141_10575,10,13642,324.654,16340,cerevisiae
k141_8840,1,1307,88.6223,133,castellii
k141_10576,1,3339,153.554,773,paradoxus
k141_3397,29,50870,122.537,9870,stipitis
k141_7054,35,37835,79.8735,7898,uvarum
k141_7055,2,1590,10.0347,30,kudriavzevii
k141_7056,1,1172,15.046,43,kudriavzevii
k141_7059,8,7370,254.193,6575,cerevisiae
k141_3399,12,18596,84.3939,5522,mikatae
k141_4400,20,34671,254.788,26391,cerevisiae
k141_7060,7,6837,68.2505,1139,paradoxus
k141_10578,14,28116,183.23,13089,cerevisiae
k141_1775,50,87585,48.5588,2070,gossypii
k141_11380,22,31199,315.317,25448,cerevisiae
k141_1777,2,1141,12.5045,37,kudriavzevii
k141_11381,3,3303,43.1881,520,paradoxus
k141_3400,7,14375,80.1987,2924,mikatae
k141_7062,3,3729,262.027,4425,cerevisiae
k141_7063,1,1745,88.8094,272,castellii
k141_3407,3,4174,131.046,876,cerevisiae
k141_3408,1,1057,12.4708,24,kudriavzevii
k141_8843,34,46862,72.1162,16540,lactis
k141_4401,11,14621,77.3481,2880,paradoxus
k141_3423,6,11263,75.7928,2848,mikatae
k141_4407,1,1431,10.6292,23,kudriavzevii
k141_3424,13,18034,269.729,14860,cerevisiae
k141_8847,34,36915,80.5453,12122,waltii
k141_3425,3,5333,92.1754,2582,waltii
k141_3426,1,1175,8.6439,16,kudriavzevii
k141_8849,0,3140,83.8706,444,waltii
k141_3428,0,1226,65.119,125,paradoxus
k141_8850,1,1289,314.837,177,uvarum
k141_4408,11,21263,58.3936,3022,paradoxus
k141_4410,0,2039,51.3822,171,paradoxus
k141_4411,1,4463,62.1943,89,gossypii
k141_11382,66,101137,83.186,26452,waltii
k141_11383,2,3523,88.8586,1192,kluyveri
k141_11384,2,6580,63.0571,1021,paradoxus
k141_11391,7,1376,999.698,2479,lactis
k141_8851,30,61508,93.3305,16474,castellii
k141_14128,143,192589,82.2468,54470,waltii
k141_7064,67,119782,80.2128,36816,lactis
k141_11393,0,8202,57.0529,1615,paradoxus
k141_7065,1,3702,111.294,2376,kluyveri
k141_11395,0,5118,89.004,1494,kluyveri
k141_7066,5,2860,140.924,830,cerevisiae
k141_11396,0,2367,4678.44,193390,cerevisiae
k141_8852,15,17146,337.208,14067,cerevisiae
k141_10579,60,140376,89.1658,36961,castellii
k141_11397,7,13646,64.6646,2320,paradoxus
k141_11398,1,2227,10.5051,21,kudriavzevii
k141_11399,0,1379,22.275,15,kudriavzevii
k141_8855,11,14653,95.5632,5345,kluyveri
k141_8858,2,6871,122.601,1757,kluyveri
k141_14129,24,39780,69.7829,10623,lactis
k141_13072,237,337239,86.1266,110527,waltii
k141_11401,8,15885,81.5004,3418,waltii
k141_8861,1,4218,323.081,1641,mikatae
k141_13075,17,25402,81.9277,5066,stipitis
k141_11402,13,24438,287.606,14023,cerevisiae
k141_11407,1,1404,48.0223,180,paradoxus
k141_11409,3,6031,60.3324,711,paradoxus
k141_11411,1,1012,11.9037,40,kudriavzevii
k141_11412,0,1613,102.911,646,waltii
k141_13081,2,16493,189.186,3552,stipitis
k141_13087,0,1950,12.8833,46,kudriavzevii
k141_8863,16,27803,79.6183,7072,mikatae
k141_8874,6,7909,64.5483,1182,paradoxus
k141_4413,41,68789,89.2741,18232,castellii
k141_4418,2,4135,92.5726,1480,castellii
k141_14130,70,95327,73.683,18950,wickerhamii
k141_10580,86,123459,85.1369,28845,stipitis
k141_10581,0,1351,72.5171,186,paradoxus
k141_13088,37,71359,307.625,41243,cerevisiae
k141_13090,0,1705,14.5691,16,kudriavzevii
k141_8878,4,24587,925.054,388953,wickerhamii
k141_14133,14,37311,86.8656,9532,castellii
k141_10582,24,32821,51.9954,7512,paradoxus
k141_10584,1,3412,57.5107,423,paradoxus
k141_11413,60,100635,313.743,83132,cerevisiae
k141_10587,0,4156,65.027,1057,paradoxus
k141_3432,155,249675,72.1539,74919,lactis
k141_3433,1,1945,989.989,1632,kudriavzevii
k141_11417,7,13660,77.7018,2194,stipitis
k141_3435,6,6844,45.9216,1076,paradoxus
k141_4421,18,44388,286.294,35109,cerevisiae
k141_3437,3,4846,56.1448,827,paradoxus
k141_13093,32,48763,91.9352,10993,stipitis
k141_11425,7,13672,75.6082,1881,uvarum
k141_11426,0,3874,1291.18,5564,mikatae
k141_3438,9,16489,116.076,5655,kluyveri
k141_14134,38,49520,60.0772,11388,paradoxus
k141_3440,0,1001,148.593,73,cerevisiae
k141_14137,2,2067,14.2984,55,kudriavzevii
k141_13094,7,14770,272.636,8829,cerevisiae
k141_8880,23,32139,55.2631,5305,paradoxus
k141_14138,3,2682,11.6872,53,kudriavzevii
k141_11427,10,11197,116.663,5674,kluyveri
k141_13096,3,3442,63.7713,494,paradoxus
k141_13097,2,4857,96.5917,687,stipitis
k141_11431,3,5910,57.5523,1250,paradoxus
k141_3442,4,14981,109.379,5222,kluyveri
k141_13103,0,1245,78.9507,115,cerevisiae
k141_10593,38,58539,79.8902,12637,mikatae
k141_14139,14,22415,83.5016,2912,uvarum
k141_13107,4,10753,258.228,7612,cerevisiae
k141_14140,1,1822,69.0233,586,mikatae
k141_14141,4,3759,101.421,2351,kluyveri
k141_8883,5,2018,198.52,342,cerevisiae
k141_10597,4,13145,273.787,9024,cerevisiae
k141_10601,1,1896,11.3391,40,kudriavzevii
k141_14143,8,11860,65.4024,1868,paradoxus
k141_8885,15,17744,98.6401,6479,kluyveri
k141_10604,6,13398,63.214,3405,paradoxus
k141_2475,241,418332,86.5663,94485,stipitis
k141_2477,6,4910,85.7263,1409,kluyveri
k141_3443,40,55488,99.2536,20134,kluyveri
k141_8887,0,1181,60.0524,529,paradoxus
k141_10607,10,15353,286.284,8778,cerevisiae
k141_10608,0,1114,6.90145,7,kudriavzevii
k141_13109,31,45509,303.063,38629,cerevisiae
k141_10609,1,3678,67.8518,549,paradoxus
k141_3446,4,8659,112.84,2023,kluyveri
k141_10611,5,5236,76.9239,805,uvarum
k141_8888,10,12650,49.6303,2165,paradoxus
k141_8889,7,6802,56.0565,1470,paradoxus
k141_2478,9,13781,99.5336,2553,castellii
k141_2483,2,1171,10.6954,24,kudriavzevii
k141_2491,3,1351,10.2206,42,kudriavzevii
k141_7068,191,317706,74.5039,60051,wickerhamii
k141_7070,1,1143,13.8056,34,kudriavzevii
k141_13111,20,28315,73.5127,8643,lactis
k141_7073,1,1696,1344.56,1974,cerevisiae
k141_7075,0,1629,235.595,1151,cerevisiae
k141_8890,13,21329,82.4385,4986,mikatae
k141_7078,1,6408,61.3528,812,paradoxus
k141_7079,0,5025,55.1594,644,paradoxus
k141_7083,1,1505,61.6708,315,paradoxus
k141_14144,52,75993,74.1787,23093,lactis
k141_7085,2,1019,11.1197,26,kudriavzevii
k141_14146,2,2561,108.23,1341,kluyveri
k141_7087,3,1339,12.7166,28,kudriavzevii
k141_7089,2,3793,9.549,49,kudriavzevii
k141_7091,0,1436,48.916,214,paradoxus
k141_8891,15,20039,100.646,4684,castellii
k141_7092,0,1278,12.1605,13,kudriavzevii
k141_13113,12,30643,76.4449,4292,uvarum
k141_14148,14,16771,60.4269,4322,paradoxus
k141_7100,0,7844,55.4653,870,paradoxus
k141_13115,8,11429,58.4753,1813,paradoxus
k141_8893,6,14829,99.6203,5351,kluyveri
k141_10612,35,66404,68.8778,16216,lactis
k141_3447,24,60409,80.8025,11044,mikatae
k141_7102,4,5214,194.805,2636,cerevisiae
k141_8894,0,3003,438.873,215,uvarum
k141_14152,2,7983,124.913,2227,kluyveri
k141_4426,66,85774,90.8999,28172,waltii
k141_3448,3,3816,55.0966,505,paradoxus
k141_7103,0,2660,339.202,934,cerevisiae
k141_13116,0,1668,7.87418,12,kudriavzevii
k141_11432,84,141393,81.1131,31999,stipitis
k141_14153,4,6170,65.8925,1100,paradoxus
k141_14154,2,3980,129.794,965,kluyveri
k141_11434,7,5073,80.6427,4179,lactis
k141_14155,3,4694,67.6851,719,paradoxus
k141_10614,8,18142,76.7651,3758,mikatae
k141_7104,9,20405,300.586,18317,cerevisiae
k141_14156,6,11545,128.496,4027,kluyveri
k141_14157,4,2113,137.589,541,kluyveri
k141_10621,6,8056,45.7193,1280,paradoxus
k141_3449,16,28629,299.682,16133,cerevisiae
k141_7108,4,8157,61.6915,1114,paradoxus
k141_3451,0,1344,439.785,442,uvarum
k141_3452,5,1125,12.4533,80,kudriavzevii
k141_7111,2,1147,11.4664,36,kudriavzevii
k141_7113,3,2438,48.8033,521,paradoxus
k141_8897,18,36842,98.4965,10244,castellii
k141_7114,2,1013,143.371,112,mikatae
k141_7116,1,1369,30.1263,15,kudriavzevii
k141_3454,3,7216,89.4496,1542,mikatae
k141_7118,1,1325,14.0843,19,kudriavzevii
k141_2492,48,70379,72.9801,12922,uvarum
k141_7119,2,3647,42.7895,804,paradoxus
k141_2493,7,5452,243.101,3880,cerevisiae
k141_13117,18,28155,104.994,7023,castellii
k141_2494,2,1189,11.3792,40,kudriavzevii
k141_2497,1,1834,367.109,562,paradoxus
k141_14158,16,25638,73.59,4396,uvarum
k141_13123,0,1457,59.3627,222,paradoxus
k141_2499,0,2103,197.472,295,stipitis
k141_13125,4,1891,117.439,369,mikatae
k141_14160,0,3332,17.0487,55,kudriavzevii
k141_13129,0,1705,65.5749,248,paradoxus
k141_14161,7,10861,60.5563,2409,paradoxus
k141_11435,31,69161,71.0623,8543,uvarum
k141_10622,28,51187,74.5462,11844,lactis
k141_4427,59,77541,85.9191,16765,stipitis
k141_11438,9,14304,59.6912,2282,paradoxus
k141_4428,0,1182,81.2384,237,stipitis
k141_11439,2,1296,8.45812,24,kudriavzevii
k141_11447,2,1109,10.1418,14,kudriavzevii
k141_14164,16,32967,86.1891,6055,uvarum
k141_11449,0,2240,11.8885,31,kudriavzevii
k141_11453,1,2260,91.0962,342,cerevisiae
k141_14166,0,4494,80.6662,983,uvarum
k141_14167,1,1850,218.333,337,cerevisiae
k141_11455,0,1654,134.731,408,kluyveri
k141_10624,20,29791,292.705,22961,cerevisiae
k141_11459,0,1035,50.6531,126,paradoxus
k141_11464,1,1942,541.794,402,cerevisiae
k141_13130,24,56350,77.0896,8064,uvarum
k141_14168,12,16804,66.0354,5291,lactis
k141_3455,62,87583,81.4393,22781,waltii
k141_14172,4,7766,56.6946,1059,paradoxus
k141_4429,26,44463,81.8394,9805,mikatae
k141_11465,15,28948,81.4527,5823,mikatae
k141_3457,10,19170,90.0727,8501,kluyveri
k141_14174,10,18473,82.3475,3274,mikatae
k141_13133,25,42135,305.825,33768,cerevisiae
k141_3461,4,11380,56.4776,1409,paradoxus
k141_3462,0,1390,89.3758,314,paradoxus
k141_13134,2,3611,68.6848,517,paradoxus
k141_14175,6,11079,61.2836,2126,paradoxus
k141_3468,3,1689,11.2775,65,kudriavzevii
k141_13136,4,6976,60.576,1319,paradoxus
k141_13137,2,2852,46.6817,416,paradoxus
k141_3470,7,6431,106.258,4108,kluyveri
k141_11471,17,34843,105.21,11028,kluyveri
k141_3471,3,7545,103.313,2466,kluyveri
k141_13138,10,19476,50.651,2658,paradoxus
k141_3472,6,10854,283.992,5686,cerevisiae
k141_2502,89,141485,49.9409,3005,gossypii
k141_3476,1,1695,1058.73,2253,stipitis
k141_13139,3,5036,48.9157,621,paradoxus
k141_2506,0,2322,54.2965,296,paradoxus
k141_3478,0,2978,67.8416,595,paradoxus
k141_3480,2,1432,59.6108,161,paradoxus
k141_10626,59,94492,82.6787,20288,mikatae
k141_14179,20,41953,77.0714,7439,wickerhamii
k141_10630,1,1375,14.4204,20,kudriavzevii
k141_14180,1,3267,111.197,1234,kluyveri
k141_10632,2,1762,90.0875,475,kluyveri
k141_11472,16,34286,92.9839,4503,uvarum
k141_2509,12,20837,62.5905,3074,paradoxus
k141_2510,2,6654,80.7048,2089,mikatae
k141_10633,12,18391,58.844,3236,paradoxus
k141_14181,12,22756,81.3215,3359,uvarum
k141_14183,3,1245,9.55342,50,kudriavzevii
k141_3481,21,33131,78.4405,7129,waltii
k141_3482,0,1024,398.506,36,kudriavzevii
k141_2512,7,7961,73.0598,1127,paradoxus
k141_3483,1,1020,63.923,90,paradoxus
k141_3485,1,1364,33053.5,139649,cerevisiae
k141_2514,2,5014,70.1447,1152,paradoxus
k141_2515,0,3396,71.8564,663,lactis
k141_2519,1,1188,14.1089,16,kudriavzevii
k141_2520,6,2611,8.86997,152,kudriavzevii
k141_3491,5,12480,338.088,7781,cerevisiae
k141_2522,9,12744,81.9918,3927,mikatae
k141_2523,6,11583,113.855,2973,castellii
k141_3496,26,24071,75.806,6025,waltii
k141_2526,1,3185,44.9549,287,paradoxus
k141_14184,28,45567,79.9917,10995,lactis
k141_3499,2,1831,174.513,439,mikatae
k141_14185,3,3146,87.1796,2015,castellii
k141_2528,2,4933,59.0506,1249,paradoxus
k141_10637,30,54616,83.2384,8056,uvarum
k141_3503,5,12833,53.8809,1876,paradoxus
k141_3504,1,2872,220.339,1560,cerevisiae
k141_4432,120,161725,83.0907,47390,waltii
k141_14186,11,24963,77.3137,3310,uvarum
k141_10638,16,21305,277.711,16174,cerevisiae
k141_10639,1,1124,36.7187,429,paradoxus
k141_4437,8,6279,84.069,1755,waltii
k141_10640,1,1252,291.906,1809,cerevisiae
k141_10643,0,1204,9.94023,8,kudriavzevii
k141_4438,6,4941,95.9153,2033,waltii
k141_10645,1,5742,62.2019,754,paradoxus
k141_13144,77,123586,73.2394,40117,lactis
k141_13147,2,3085,76.1158,338,uvarum
k141_11473,68,120687,245.768,69366,cerevisiae
k141_11474,0,2603,325.129,4144,mikatae
k141_13151,6,11977,84.0534,2969,waltii
k141_13152,0,2495,81.1096,421,mikatae
k141_11475,13,19771,64.3339,3067,paradoxus
k141_3506,29,58708,89.2203,9624,mikatae
k141_14188,40,58482,73.8377,10172,uvarum
k141_13153,15,23833,75.2249,3434,uvarum
k141_11476,9,10928,235.079,4970,cerevisiae
k141_11483,3,4097,56.4583,593,paradoxus
k141_10646,26,58464,98.3093,13513,castellii
k141_2529,74,98909,81.8907,32464,waltii
k141_4439,47,79118,75.1023,22958,lactis
k141_11484,13,20673,175.386,14026,cerevisiae
k141_13157,14,32579,95.603,11289,kluyveri
k141_11485,8,5752,118.201,1648,castellii
k141_2531,17,28963,74.0888,7624,lactis
k141_3507,32,54946,96.1196,23425,kluyveri
k141_10648,33,39288,93.7713,17172,lactis
k141_10649,0,1529,118.922,146,mikatae
k141_10650,3,3612,76.6724,1090,mikatae
k141_2532,10,13609,59.8121,2056,paradoxus
k141_2534,0,1559,71.5657,580,lactis
k141_10652,11,12569,72.246,2434,uvarum
k141_11486,38,52337,82.9125,8895,uvarum
k141_11488,1,1898,55.02,766,paradoxus
k141_13158,25,61282,79.2092,10589,mikatae
k141_11489,10,9762,76.4337,5059,lactis
k141_14189,71,107124,88.523,19478,stipitis
k141_13160,3,9666,104.877,3960,kluyveri
k141_14190,0,1471,53.5867,195,paradoxus
k141_14193,2,1305,11.9229,43,kudriavzevii
k141_13162,2,3240,96.6534,1603,kluyveri
k141_10653,26,45912,48.7056,980,gossypii
k141_13165,1,1126,8.8166,12,kudriavzevii
k141_11490,10,13483,322.575,10149,cerevisiae
k141_10654,1,1351,14.0908,29,kudriavzevii
k141_13167,1,1631,49.7846,230,paradoxus
k141_3510,35,67467,88.2609,8293,uvarum
k141_11491,7,6913,141.188,2980,kluyveri
k141_4441,51,94052,86.5985,17934,mikatae
k141_3512,2,1150,809.376,1107,mikatae
k141_2536,31,59076,96.8174,22347,kluyveri
k141_10656,13,20930,57.1067,3458,paradoxus
k141_13168,22,28223,85.1505,4791,uvarum
k141_2539,10,21465,63.3311,3657,paradoxus
k141_11493,27,45510,84.712,10738,mikatae
k141_11498,3,9678,56.3303,1621,paradoxus
k141_3513,46,63009,83.0066,24748,lactis
k141_11502,3,5938,96.7721,1762,castellii
k141_11509,0,1277,110.145,200,Unmapped
k141_13169,32,62196,76.9734,8757,uvarum
k141_14200,83,108067,72.65,33464,lactis
k141_14204,0,2273,67.918,283,paradoxus
k141_14205,0,1213,211.133,50,uvarum
k141_3515,31,59150,96.9758,23025,kluyveri
k141_3518,1,1801,105.488,1025,kluyveri
k141_14210,13,23790,294.504,17038,cerevisiae
k141_14211,1,1972,174.605,682,cerevisiae
k141_14214,2,1300,10.427,12,kudriavzevii
k141_3519,5,12386,181.247,6395,cerevisiae
k141_14217,4,4569,333.352,2532,mikatae
k141_14221,4,5788,182.696,1925,castellii
k141_14223,1,1404,167.188,198,cerevisiae
k141_14224,0,1215,135.775,205,paradoxus
k141_3522,6,12830,95.0111,3892,kluyveri
k141_3523,3,4678,53.2595,756,paradoxus
k141_3526,0,1227,7.92108,14,kudriavzevii
k141_11510,51,92914,74.3973,20640,lactis
k141_3527,4,8856,72.9925,1001,wickerhamii
k141_3531,4,8900,67.5158,1503,paradoxus
k141_14225,8,30313,1812.08,880393,Unmapped
k141_14230,5,1479,133.865,123,Unmapped
k141_11513,8,17472,81.0282,3184,uvarum
k141_3537,8,6941,97.5197,1947,kluyveri
k141_11518,1,1385,40.2356,177,paradoxus
k141_11519,2,2076,58.5343,435,paradoxus
k141_3540,1,2125,134.071,785,kluyveri
k141_11520,1,2227,10.1103,36,kudriavzevii
k141_11522,0,2169,49.6899,235,paradoxus
k141_11523,0,1210,69.0443,148,paradoxus
k141_3541,4,5373,156.798,3791,lactis
k141_3544,1,1908,47.2002,308,paradoxus
k141_11528,2,1848,60.8628,523,paradoxus
k141_3545,2,1992,95.8328,825,mikatae
k141_3546,5,3197,52.7381,443,paradoxus
k141_11530,4,4351,61.3392,810,paradoxus
k141_3547,1,1106,85.9749,128,castellii
k141_3548,1,2471,88.978,218,uvarum
k141_3552,2,4051,55.5898,609,paradoxus
k141_3556,0,1425,10.011,21,kudriavzevii
k141_13170,106,179774,91.177,41868,stipitis
k141_13173,2,3203,10.6757,72,kudriavzevii
k141_4443,180,270980,90.1693,63227,stipitis
k141_4444,3,3177,58.0086,1254,paradoxus
k141_4445,1,2200,99.2561,206,stipitis
k141_4446,7,8485,89.2883,1942,waltii
k141_4448,1,1277,13.9485,19,kudriavzevii
k141_11532,47,85116,74.9836,15028,wickerhamii
k141_13174,51,73610,101.69,30358,kluyveri
k141_13176,17,31305,83.1713,5593,uvarum
k141_13177,2,1242,11.5412,57,kudriavzevii
k141_13178,1,1084,10.409,23,kudriavzevii
k141_2543,223,368865,85.1832,71112,stipitis
k141_3557,102,176545,90.5219,45115,castellii
k141_3558,1,1041,11.5645,29,kudriavzevii
k141_3559,1,1530,13.8565,38,kudriavzevii
k141_13179,13,21164,100.452,11045,kluyveri
k141_11536,66,133320,47.8183,2703,gossypii
k141_11539,6,12958,68.2801,2092,wickerhamii
k141_2550,28,52950,59.8441,8295,paradoxus
k141_2553,1,1770,9.73765,21,kudriavzevii
k141_2555,3,3497,5055.79,144742,cerevisiae
k141_2559,14,16481,96.3728,9705,kluyveri
k141_13181,43,80630,278.011,62031,cerevisiae
k141_2561,0,1248,156.877,990,cerevisiae
k141_13183,3,3906,85.3773,970,castellii
k141_11540,22,52595,100.151,21680,kluyveri
k141_11542,4,10811,60.3147,2189,paradoxus
k141_11543,0,3509,56.0509,370,paradoxus
k141_11544,36,51648,289.031,58772,cerevisiae
k141_2564,63,85071,80.7723,30521,lactis
k141_2570,2,2577,56.1883,609,paradoxus
k141_2574,0,1400,13.2496,14,kudriavzevii
k141_2580,0,3565,640.242,9569,wickerhamii
k141_11547,26,30746,91.1352,11730,kluyveri
k141_11550,4,4360,238.867,2713,cerevisiae
k141_11552,5,11986,249.283,14195,paradoxus
k141_11554,1,1103,14.9108,19,kudriavzevii
k141_2581,49,65413,82.6879,21388,lactis
k141_13185,124,190157,90.0134,44328,stipitis
k141_2586,16,35150,84.8488,9023,mikatae
k141_13189,14,22722,95.9674,8725,kluyveri
k141_13193,9,16870,58.7964,2280,paradoxus
k141_13196,1,3081,59.4023,567,paradoxus
k141_13197,0,2266,108.65,521,mikatae
k141_2587,20,48525,100.582,10611,castellii
k141_2588,1,7368,933.819,17947,cerevisiae
k141_13200,15,23848,102.222,10037,kluyveri
k141_2591,5,7233,75.1156,1191,uvarum
k141_2593,13,15635,59.5168,3944,paradoxus
k141_13201,19,33966,102.454,11356,kluyveri
k141_13202,9,14993,75.5078,3360,stipitis
k141_2595,23,31717,80.9711,5969,uvarum
k141_11555,125,180767,85.4247,39833,stipitis
k141_13203,4,5533,239.678,6740,cerevisiae
k141_11556,1,4816,169.654,1469,paradoxus
k141_13206,1,4445,59.796,717,paradoxus
k141_2599,9,11416,51.0577,1999,paradoxus
k141_11559,30,55215,80.2668,7428,uvarum
k141_10659,487,900240,47.941,19705,gossypii
k141_13210,76,106510,86.0016,28825,waltii
k141_10664,2,2234,9.58109,43,kudriavzevii
k141_10665,0,1242,364.967,49,uvarum
k141_10666,1,1352,8.95674,13,kudriavzevii
k141_10673,1,1828,858.976,1947,kudriavzevii
k141_13213,7,9684,141.72,2136,mikatae
k141_10675,5,4608,54.0444,1025,paradoxus
k141_13217,3,1334,16.6664,45,kudriavzevii
k141_10676,5,5756,51.3532,1753,paradoxus
k141_2606,74,120285,83.5101,20649,uvarum
k141_13220,13,11065,59.4098,1914,paradoxus
k141_11560,54,88252,72.41,27539,lactis
k141_11561,6,2996,531.617,1385,waltii
k141_10677,20,22234,66.0017,4475,paradoxus
k141_2609,35,41813,73.7805,7315,uvarum
k141_10678,20,33982,77.0035,4805,uvarum
k141_2610,4,11377,56.0648,1351,paradoxus
k141_2612,8,8010,288.087,5272,cerevisiae
k141_11562,29,52390,73.1578,17136,lactis
k141_11564,1,1157,10.5323,17,kudriavzevii
k141_13223,40,71146,104.772,29317,kluyveri
k141_13224,2,5035,57.4154,969,paradoxus
k141_2613,8,21714,61.8882,3290,paradoxus
k141_2619,2,2301,426.58,2098,wickerhamii
k141_13227,5,9034,79.0002,1150,uvarum
k141_11568,21,28764,287.209,29038,cerevisiae
k141_13228,36,66725,73.9665,9766,wickerhamii
k141_13229,2,1116,7.17909,51,kudriavzevii
k141_13231,1,3761,343.603,1789,cerevisiae
k141_13235,1,2615,11.2633,33,kudriavzevii
k141_13236,7,11237,87.9221,5726,kluyveri
k141_13239,5,7480,111.021,1226,mikatae
k141_2623,65,115918,84.9605,21337,stipitis
k141_13240,12,20854,84.7375,3560,mikatae
k141_13242,0,1070,75.9946,10,gossypii
k141_2624,12,14890,105.946,3029,wickerhamii
k141_2626,1,1055,97.1746,624,mikatae
k141_2632,2,16915,90.3869,3097,mikatae
k141_2638,1,6355,291.509,4361,cerevisiae
k141_2640,4,2955,85.9184,998,cerevisiae
k141_13244,29,51254,88.0394,8845,uvarum
k141_11569,103,161720,87.6697,32391,stipitis
k141_2650,5,11333,106.881,4094,kluyveri
k141_2651,3,6273,218.311,2984,waltii
k141_13246,19,32890,77.17,10525,lactis
k141_13248,0,1998,252.688,1152,uvarum
k141_13252,0,3559,90.6225,850,kluyveri
k141_13255,0,4962,87.1548,1421,castellii
k141_13257,2,1736,266.651,674,cerevisiae
k141_13258,1,1613,12.2427,51,kudriavzevii
k141_13259,7,12951,59.1352,2121,paradoxus
k141_13262,5,8209,51.8229,1339,paradoxus
k141_2659,29,49742,84.6487,10801,mikatae
k141_13263,36,36356,106.015,17216,kluyveri
k141_13267,1,1335,10.7679,20,kudriavzevii
k141_13268,7,9494,57.398,1987,paradoxus
k141_2660,60,101048,292.976,70494,cerevisiae
k141_2663,23,28977,104.833,11264,kluyveri
